,Callsign,Service,Channel,City,State,Country,Facility ID Number (unique to each station),N (North) or S (South) Latitude,Degrees Latitude,Minutes Latitude,Seconds Latitude,W (West) or (E) East Longitude,Degrees Longitude,Minutes Longitude,Seconds Longitude,Licensee or Permittee,long_decimal,lat_decimal
193,WSFP,FM,201,HARRISVILLE,MI,US,121959,N,44,42,12.0,W,83,31,26.9,MICHIGAN COMMUNITY RADIO,-83.52413888888888,44.70333333333333
194,WHPR-FM,FM,201,HIGHLAND PARK,MI,US,54428,N,42,24,29.1,W,83,5,29.7,R.J.'S LATE NIGHT ENTERTAINMENT CORPORATION,-83.09158333333333,42.40808333333333
195,-,FM,201,IRON MOUNTAIN,MI,US,766241,N,45,49,05.35,W,88,3,56.65,"KINGSFORD COMMUNITY RADIO, INC.",-88.06573611111111,45.81815277777778
196,-,FM,201,LAKE CITY,MI,US,767948,N,44,17,21,W,84,44,32,FULL POTENTIAL,-84.74222222222222,44.28916666666667
197,WLGH,FM,201,LEROY TOWNSHIP,MI,US,78460,N,42,42,20.1,W,84,21,26.9,SMILE FM,-84.35747222222221,42.70558333333334
198,WLGH,FM,201,LEROY TOWNSHIP,MI,US,78460,N,42,42,20.4,W,84,21,27.3,SMILE FM,-84.35758333333332,42.70566666666667
199,WSMF,FM,201,MONROE,MI,US,89277,N,41,55,8.1,W,83,22,33.7,NORTHLAND COMMUNITY BROADCASTERS,-83.37602777777776,41.91891666666666
200,WSDP,FM,201,PLYMOUTH,MI,US,52840,N,42,20,58.1,W,83,29,44.8,PLYMOUTH-CANTON COMMUNITY SCHOOLS,-83.49577777777777,42.349472222222225
201,-,FM,201,WELLS,MI,US,767946,N,45,46,47.0,W,87,8,25.7,-,-87.14047222222223,45.77972222222222
202,WYCE,FM,201,WYOMING,MI,US,24773,N,42,54,43.1,W,85,41,0.1,GRAND RAPIDS CABLE ACCESS CENTER,-85.68336111111111,42.91197222222222
203,-,FM,201,CROOKSTON,MN,US,766429,N,47,46,57.1,W,096,35,26.1,"WE HAVE THIS HOPE CHRISTIAN RADIO, INC.",-96.59058333333333,47.78252777777778
204,-,FM,201,DETROIT LAKES,MN,US,766459,N,46,49,42.8,W,095,49,45.1,-,-95.82919444444444,46.82855555555556
205,KAWD-LP,FL,201,DETROIT LAKES,MN,US,195150,N,46,49,42.8,W,95,49,45.1,"CHRISTIAN MEDIA, INC,",-95.82919444444444,46.82855555555556
206,K201IQ,FX,201,FERGUS FALLS,MN,US,42935,N,46,17,39.9,W,96,6,0.2,CSN INTERNATIONAL,-96.10005555555556,46.29441666666666
207,-,FM,201,GRAND RAPIDS,MN,US,763944,N,47,13,5.5,W,93,32,50.8,UNIVERSITY OF NORTHWESTERN - ST. PAUL,-93.54744444444444,47.21819444444445
208,K201IX,FX,201,GRAND RAPIDS,MN,US,140253,N,47,13,5.8,W,93,32,50.8,UNIVERSITY OF NORTHWESTERN-ST. PAUL,-93.54744444444444,47.21827777777778
209,K201BW,FX,201,LA CRESCENT,MN,US,42952,N,43,45,27.3,W,91,17,24.2,MINNESOTA PUBLIC RADIO,-91.29005555555555,43.757583333333336
210,-,FM,201,MANKATO,MN,US,766784,N,44,9,57.1,W,93,50,21.5,-,-93.83930555555555,44.16586111111111
211,-,FM,201,MARSHALL,MN,US,762423,N,44,28,11.6,W,95,46,25.1,MINN-IOWA CHRISTIAN BROADCASTING,-95.77363888888888,44.46988888888889
212,-,FM,201,NEW MARKET ELKO,MN,US,768186,N,44,34,09,W,93,24,34,"PODEROSA BROADCASTING, INC.",-93.40944444444445,44.56916666666667
213,WAJC,FM,201,NEWPORT,MN,US,174134,N,44,43,14.8,W,93,1,55.7,MARANATHA ASSEMBLY OF GOD CHURCH,-93.0321388888889,44.720777777777776
214,KRLX,FM,201,NORTHFIELD,MN,US,8867,N,44,27,38.8,W,93,9,21.7,CARLETON COLLEGE,-93.15602777777778,44.46077777777778
215,KRFI,FM,201,REDWOOD FALLS,MN,US,173553,N,44,32,27.9,W,95,10,59.0,MINNESOTA PUBLIC RADIO,-95.18305555555555,44.54108333333333
216,-,FM,201,ROCHESTER,MN,US,767527,N,44,0,24.2,W,92,43,7.0,"ONE DAY CHURCH PROJECT, INC.",-92.71861111111112,44.00672222222222
217,KVSC,FM,201,ST. CLOUD,MN,US,62112,N,45,30,59.8,W,94,13,52.9,ST. CLOUD STATE UNIVERSITY,-94.23136111111111,45.51661111111111
218,KRLP,FM,201,WINDOM,MN,US,91900,N,43,53,2.8,W,95,10,57.0,EDUCATIONAL MEDIA FOUNDATION,-95.1825,43.88411111111111
219,KLFC,FM,201,BRANSON,MO,US,70362,N,36,33,6.2,W,93,14,17.6,"MOUNTAINTOP BROADCASTING, INC.",-93.23822222222222,36.55172222222222
220,KZGM,FM,201,CABOOL,MO,US,172919,N,37,7,15.2,W,92,0,9.6,"REAL COMMUNITY RADIO NETWORK, INC.",-92.00266666666667,37.12088888888889
221,KLWL,FM,201,CHILLICOTHE,MO,US,176981,N,39,48,54.1,W,93,35,18.8,CSN INTERNATIONAL,-93.58855555555554,39.81502777777777
222,KCOU,FM,201,COLUMBIA,MO,US,28513,N,38,56,24.1,W,92,19,16.6,THE CURATORS OF THE UNIVERSITY OF MISSOURI,-92.32127777777778,38.94002777777777
223,-,FM,201,FIDELITY,MO,US,766494,N,37,4,40,W,94,8,03,"RADIO BY GRACE, INC",-94.13416666666667,37.07777777777778
224,-,FM,201,HAYTI,MO,US,762511,N,36,29,55,W,89,51,16,CROSSROADS WORSHIP CENTER,-89.85444444444444,36.49861111111111
225,-,FM,201,HERMITAGE,MO,US,767006,N,38,1,49.1,W,93,13,43.4,"COMMUNITY BROADCASTING, INC.",-93.22872222222223,38.03030555555556
226,K201GD,FX,201,KIRKSVILLE,MO,US,93850,N,40,10,29.1,W,92,33,18.7,"FAMILY WORSHIP CENTER CHURCH, INC.",-92.55519444444444,40.174749999999996
227,KDHX,FM,201,ST. LOUIS,MO,US,17380,N,38,25,1.1,W,90,25,59.4,DOUBLE HELIX CORPORATION,-90.43316666666666,38.41697222222222
228,KDHX,FS,201,ST.,MO,US,17380,N,38,25,1.2,W,90,25,59.4,DOUBLE HELIX CORPORATION,-90.43316666666666,38.416999999999994
229,KHJR,FM,201,ST. THOMAS,MO,US,171236,N,38,33,9.4,W,92,12,15.1,COVENANT NETWORK,-92.20419444444445,38.552611111111105
231,-,FM,201,CLARKSDALE,MS,US,765274,N,34,12,7.4,W,90,34,28.2,OPEN SKY RADIO CORP,-90.5745,34.20205555555556
232,WDSW-LP,FL,201,CLEVELAND,MS,US,193426,N,33,44,40.4,W,90,44,8.3,DELTA STATE UNIVERSITY,-90.73563888888889,33.74455555555556
233,WOLM,FM,201,D'IBERVILLE,MS,US,93359,N,30,26,37.7,W,88,50,54.1,"RADIO MARIA, INC.",-88.8483611111111,30.443805555555556
234,-,FM,201,GRENADA,MS,US,767759,N,33,58,55.6,W,89,40,51.9,ELIJAH RADIO,-89.68108333333333,33.98211111111112
235,WURC,FM,201,HOLLY SPRINGS,MS,US,58271,N,34,46,53.3,W,89,26,49.3,"RUST COLLEGE, INC.",-89.44702777777778,34.78147222222222
236,WMAW-FM,FM,201,MERIDIAN,MS,US,43188,N,32,8,18.5,W,89,5,36.2,MISSISSIPPI AUTHORITY FOR EDUCATIONAL TV,-89.09338888888888,32.13847222222222
237,KGFJ,FM,201,BELT,MT,US,172645,N,47,9,33.9,W,111,0,41.8,CSN INTERNATIONAL,-111.01161111111111,47.159416666666665
238,KOFK-FM,FM,201,BOZEMAN,MT,US,172286,N,45,38,19.7,W,111,15,58.8,GUILD OF ST. PETER EDUCATIONAL ASSOCIATION,-111.26633333333334,45.63880555555556
239,-,FM,201,BUTTE,MT,US,767055,N,45,57,03,W,112,30,42,OLD FASHION BAPTIST CHURCH OF BUTTE,-112.51166666666667,45.950833333333335
240,K201FG,FX,201,CULBERTSON,MT,US,92314,N,48,11,57.1,W,104,31,31.8,CSN INTERNATIONAL,-104.5255,48.199194444444444
241,KGVA,FM,201,FORT BELKNAP AGENCY,MT,US,22805,N,48,11,17.9,W,108,42,38.5,"AANIIIH NAKODA COLLEGE, INC.",-108.71069444444444,48.18830555555555
242,K201IN,FX,201,HAMILTON,MT,US,78524,N,46,16,7.7,W,114,10,35.3,CSN INTERNATIONAL,-114.17647222222223,46.26880555555555
243,K201EY,FX,201,KALISPELL,MT,US,91808,N,48,10,33.8,W,114,21,0.5,CSN INTERNATIONAL,-114.35013888888888,48.17605555555555
244,KXEM,FM,201,ROUNDUP,MT,US,176691,N,46,15,2.8,W,108,29,3.4,"HI-LINE RADIO FELLOWSHIP, INC.",-108.48427777777778,46.25077777777778
245,K201CO,FX,201,SHELBY,MT,US,27121,N,48,30,12.9,W,111,52,1.0,"HI-LINE RADIO FELLOWSHIP, INC.",-111.86694444444444,48.50358333333333
246,-,FM,201,ST. MARY,MT,US,763578,N,48,40,7.8,W,113,23,10.7,BLACKFEET TRIBE,-113.38630555555557,48.66883333333333
247,WCQS,FM,201,ASHEVILLE,NC,US,71923,N,35,35,23.3,W,82,40,25.4,WESTERN NORTH CAROLINA PUBLIC RADIO,-82.67372222222222,35.58980555555556
248,WCQS,FM,201,ASHEVILLE,NC,US,71923,N,35,35,23.3,W,82,40,25.4,WESTERN NORTH CAROLINA PUBLIC RADIO,-82.67372222222222,35.58980555555556
249,WWFJ,FM,201,EAST FAYETTEVILLE,NC,US,176574,N,34,57,38.3,W,78,46,9.6,GRACE MISSIONARY BAPTIST CHURCH D/B/A GRACE CHRISTIAN SCHOOL,-78.76933333333334,34.960638888888894
250,W201AO,FX,201,GREENVILLE,NC,US,14355,N,35,35,36.4,W,77,22,49.1,CRAVEN COMMUNITY COLLEGE,-77.38030555555555,35.593444444444444
251,WJYJ,FM,201,HICKORY,NC,US,53091,N,35,43,34.5,W,81,8,51.3,"POSITIVE ALTERNATIVE RADIO, INC.",-81.14758333333334,35.72625
252,WGHW,FM,201,LOCKWOODS FOLLY TOWN,NC,US,89986,N,34,5,52.3,W,77,58,17.2,"PEACE BAPTIST CHURCH OF WILMINGTON, NC",-77.97144444444444,34.097861111111115
253,WOPR,FM,201,MADISON,NC,US,173562,N,36,21,4.3,W,79,47,14.4,CHURCH PLANTERS OF AMERICA,-79.78733333333334,36.351194444444445
254,WOPR,FM,201,MADISON,NC,US,173562,N,36,21,4.7,W,79,47,13.5,CHURCH PLANTERS OF AMERICA,-79.78708333333333,36.351305555555555
255,W201DI,FX,201,MONROE,NC,US,122755,N,35,0,35.5,W,80,34,50.2,GRACE CHRISTIAN SCHOOL,-80.58061111111111,35.009861111111114
256,WMTG-LP,FL,201,MOUNT GILEAD,NC,US,135479,N,35,13,8.5,W,80,0,16.2,MOUNT GILEAD COMMUNITY CONCERTS ASSOCIATION,-80.0045,35.21902777777778
257,WKNC-FM,FM,201,RALEIGH,NC,US,49160,N,35,47,15.5,W,78,40,13.0,NORTH CAROLINA STATE UNIVERSITY,-78.67027777777778,35.787638888888885
258,WYTR,FM,201,ROBBINS,NC,US,172166,N,35,33,35.5,W,79,41,2.1,TRUTH MEDIA INCORPORATED,-79.68391666666668,35.55986111111111
259,WIID,FM,201,RODANTHE,NC,US,762575,N,35,35,5.27,W,75,27,42.9,CRAVEN COUNTY SBA INC,-75.46191666666667,35.58479722222222
260,WIID,FM,201,RODANTHE,NC,US,762575,N,35,35,5.27,W,75,27,42.9,CRAVEN COUNTY SBA INC,-75.46191666666667,35.58479722222222
261,-,FM,201,VANCEBORO,NC,US,765407,N,35,29,15.0,W,77,2,41.0,DOWN EAST COMMUNICATIONS/CDC/AND CENTER FOR THE PERFORMING ARTS,-77.04472222222222,35.487500000000004
262,K201FN,FX,201,DICKINSON,ND,US,92539,N,46,55,8.0,W,102,43,48.7,CSN INTERNATIONAL,-102.73019444444445,46.91888888888889
263,KPPP-LP,FL,201,FARGO,ND,US,193229,N,46,52,27.9,W,96,47,4.3,THE PEOPLES PRESS PROJECT,-96.78452777777778,46.87441666666667
264,KJKR,FM,201,JAMESTOWN,ND,US,177249,N,46,54,36.9,W,98,42,29.3,"HI-LINE RADIO FELLOWSHIP, INC.",-98.7081388888889,46.91025
265,-,FM,201,MINOT,ND,US,767009,N,48,12,56.0,W,101,19,7.0,CALVARY CHAPEL MINOT,-101.31861111111111,48.21555555555556
266,K201FJ,FX,201,WILLISTON,ND,US,92315,N,48,6,38.1,W,103,26,38.7,CSN INTERNATIONAL,-103.44408333333334,48.11058333333334
267,KCFD,FM,201,CRAWFORD,NE,US,176723,N,42,41,5.3,W,103,24,53.4,SOUTHERN CULTURAL FOUNDATION,-103.41483333333333,42.68480555555555
268,KCNT,FM,201,HASTINGS,NE,US,9969,N,40,34,42.8,W,98,19,51.3,CENTRAL COMMUNITY COLLEGE,-98.33091666666667,40.57855555555556
269,-,FM,201,KIMBALL,NE,US,768711,N,41,15,08.0,W,103,39,51.0,"CEDAR COVE BROADCASTING, INC.",-103.66416666666667,41.25222222222222
270,-,FM,201,MCCOOK,NE,US,767455,N,40,12,46.0,W,100,39,9.0,"THE PRAISE NETWORK, INC.",-100.6525,40.21277777777778
271,KFHC,FM,201,PONCA,NE,US,90282,N,42,27,48.0,W,96,37,3.0,ST. GABRIEL COMMUNICATIONS LTD.,-96.61749999999999,42.46333333333334
272,KMLV,FM,201,RALSTON,NE,US,85846,N,41,18,40.0,W,96,1,38.1,EDUCATIONAL MEDIA FOUNDATION,-96.02725,41.31111111111111
273,-,FM,201,SARGENT,NE,US,768056,N,41,29,53.9,W,99,25,16.1,"VSS CATHOLIC COMMUNICATIONS, INC.",-99.42113888888889,41.498305555555554
274,WYGG,FM,201,ASBURY PARK,NJ,US,19867,N,40,13,2.4,W,74,0,36.4,"MINORITY BUSINESS & HOUSING DEVELOPMENT, INC",-74.01011111111112,40.217333333333336
275,WZBL,FM,201,BARNEGAT LIGHT,NJ,US,176010,N,39,45,3.4,W,74,7,9.4,"HOPE CHRISTIAN CHURCH OF MARLTON, INC.",-74.11927777777777,39.75094444444444
276,WNJS-FM,FM,201,BERLIN,NJ,US,48486,N,39,43,41.4,W,74,50,37.6,"WHYY, INC.",-74.84377777777777,39.72816666666667
277,WJPG,FM,201,CAPE MAY COURT HOUSE,NJ,US,86859,N,39,7,47.4,W,74,47,16.6,"MARANATHA MINISTRIES/JOY COMMUNICATIONS, INC.",-74.78794444444445,39.12983333333333
278,WDNJ,FM,201,HOPATCONG,NJ,US,121770,N,40,56,25.4,W,74,36,46.6,"YOUNGSHINE MEDIA, INC.",-74.61294444444444,40.94038888888888
279,WNJT-FM,FM,201,TRENTON,NJ,US,48488,N,40,16,58.4,W,74,41,9.6,NEW YORK PUBLIC RADIO,-74.686,40.28288888888889
280,-,FM,201,CLOVIS,NM,US,762138,N,34,26,20,W,103,12,40,"BIBLE BROADCASTING NETWORK, INC.",-103.21111111111111,34.43888888888888
281,K201CY,FX,201,CLOVIS,NM,US,10895,N,34,26,23.3,W,103,12,45.8,GRACE COMMUNITY CHURCH OF AMARILLO,-103.21272222222223,34.43980555555555
282,KENE,FM,201,EAGLE TAIL,NM,US,174721,N,36,40,59.1,W,104,24,51.9,EASTERN NEW MEXICO UNIVERSITY,-104.41441666666667,36.68308333333333
283,KUSW,FM,201,FLORA VISTA,NM,US,124178,N,36,40,16.0,W,108,13,56.3,"KUTE, INC.",-108.23230555555556,36.67111111111111
284,KGGA,FM,201,GALLUP,NM,US,94220,N,35,32,27.1,W,108,44,38.3,"BOARD OF EDUCATION OF THE CITY OF ALBUQUERQUE, NM",-108.74397222222223,35.540861111111106
285,KGGA,FM,201,GALLUP,NM,US,94220,N,35,36,15.4,W,108,40,52.5,"BOARD OF EDUCATION OF THE CITY OF ALBUQUERQUE, NM",-108.68125,35.60427777777778
286,KIDS,FM,201,GRANTS,NM,US,93047,N,35,7,9.1,W,107,54,4.2,"BOARD OF EDUCATION OF THE CITY OF ALBUQUERQUE, NM",-107.90116666666667,35.119194444444446
287,KQTO,FM,201,HURLEY,NM,US,173481,N,32,51,43.2,W,108,14,30.1,-,-108.24169444444445,32.862
288,K201CC,FX,201,LAS CRUCES,NM,US,10927,N,32,15,38.3,W,106,46,2.0,"CALVARY ALBUQUERQUE, INC.",-106.76722222222222,32.26063888888889
289,-,FM,201,LAS VEGAS,NM,US,768910,N,35,36,13.1,W,105,15,32,-,-105.25888888888889,35.60363888888889
290,K201IW,FX,201,LAS VEGAS,NM,US,76186,N,35,36,13.1,W,105,15,32.0,EASTERN NEW MEXICO UNIVERSITY,-105.25888888888889,35.60363888888889
291,-,FM,201,ROSWELL,NM,US,768312,N,33,23,36,W,104,37,29,NEW HOPE BAPTIST CHURCH - ROSWELL,-104.62472222222222,33.39333333333333
292,-,FM,201,TUCUMCARI,NM,US,766483,N,35,8,09,W,103,41,58,GRACE COMMUNITY CHURCH OF AMARILLO,-103.69944444444445,35.13583333333333
293,KNMA,FM,201,TULAROSA,NM,US,122932,N,32,49,47.3,W,105,53,11.9,CSN INTERNATIONAL,-105.8866388888889,32.82980555555556
294,-,FM,201,CALIENTE,NV,US,769049,N,37,36,2.5,W,114,30,35.2,"COMMUNITY SERVICE BROADCASTING FOUNDATION, INC.",-114.50977777777777,37.60069444444444
295,KTQQ,FM,201,ELKO,NV,US,175328,N,40,42,0.7,W,115,54,10.2,RADIO 74 INTERNATIONALE,-115.90283333333333,40.70019444444445
296,KTQQ,FM,201,ELKO,NV,US,175328,N,40,42,0.7,W,115,54,10.2,RADIO 74 INTERNATIONALE,-115.90283333333333,40.70019444444445
297,KCEP,FM,201,LAS VEGAS,NV,US,50390,N,36,0,30.9,W,115,0,24.9,ECONOMIC OPPORTUNITY BOARD OF CLARK COUNTY,-115.00691666666667,36.008583333333334
298,K201HX,FX,201,MESQUITE,NV,US,48357,N,36,49,5.0,W,114,3,43.7,NEVADA PUBLIC RADIO,-114.06213888888888,36.81805555555556
299,K201HO,FX,201,RENO,NV,US,21091,N,39,12,58.6,W,119,47,29.6,"YOUR CHRISTIAN COMPANION NETWORK, INC.",-119.79155555555555,39.21627777777778
300,K201BF,FX,201,SCOTTY'S JUNCTION,NV,US,49874,N,37,17,59.7,W,117,15,33.2,NEVADA PUBLIC RADIO,-117.25922222222222,37.29991666666667
301,K201FF,FX,201,WINNEMUCCA,NV,US,92129,N,41,0,30.6,W,117,46,13.4,CSN INTERNATIONAL,-117.77038888888889,41.0085
302,WLHV,FM,201,ANNANDALE-ON-HUDSON,NY,US,173238,N,42,5,55.3,W,73,43,48.4,"TRI-STATE PUBLIC COMMUNICATIONS, INC.",-73.73011111111111,42.09869444444445
303,-,FM,201,BELMONT,NY,US,766920,N,42,2,30,W,78,0,25,CALVARY CHAPEL OF RUSSELL,-78.00694444444444,42.041666666666664
304,WXBA,FM,201,BRENTWOOD,NY,US,6726,N,40,46,19.3,W,73,15,17.4,BRENTWOOD UNION FREE SCHOOL DISTRICT,-73.25483333333334,40.77202777777778
305,WCWP,FM,201,BROOKVILLE,NY,US,38332,N,40,49,0.3,W,73,35,47.4,LONG ISLAND UNIVERSITY,-73.59649999999999,40.816750000000006
306,W201BE,FX,201,BUFFALO,NY,US,76995,N,42,55,56.1,W,78,47,6.1,"PRIORITY RADIO, INC.",-78.78502777777777,42.932249999999996
307,W201BE,FX,201,BUFFALO,NY,US,76995,N,42,55,56.1,W,78,47,6.1,"PRIORITY RADIO, INC.",-78.78502777777777,42.932249999999996
308,WSLZ,FM,201,CAPE VINCENT,NY,US,176912,N,44,6,58.2,W,76,20,19.8,THE ST. LAWRENCE UNIVERSITY,-76.33883333333333,44.116166666666665
309,WVVC-FM,FM,201,DOLGEVILLE,NY,US,171935,N,43,6,9.3,W,74,56,25.6,NORTHEAST GOSPEL BROADCASTING INC.,-74.94044444444445,43.102583333333335
310,WMTQ,FM,201,ELMIRA,NY,US,175837,N,42,6,22.0,W,76,52,16.0,HOLY FAMILY COMMUNICATIONS,-76.8711111111111,42.10611111111111
311,WSQN,FM,201,GREENE,NY,US,171732,N,42,26,13.2,W,75,30,48.6,WSKG PUBLIC TELECOMMUNICATIONS COUNCIL,-75.5135,42.437
312,W201CD,FX,201,ITHACA,NY,US,88637,N,42,26,45.2,W,76,32,13.7,"ITHACA COMMUNITY RADIO, INC.",-76.53713888888889,42.44588888888889
313,WUBJ,FM,201,JAMESTOWN,NY,US,63120,N,42,10,47.2,W,79,20,28.2,WESTERN NEW YORK PUBLIC BROADCASTING ASSOCIATION,-79.34116666666667,42.17977777777777
314,WGWR,FM,201,LIBERTY,NY,US,79020,N,41,48,4.2,W,74,47,3.5,"SOUND OF LIFE, INC.",-74.78430555555555,41.80116666666667
315,WJZZ,FM,201,MONTGOMERY,NY,US,89510,N,41,27,33.3,W,74,19,18.6,"HUDSON VALLEY PUBLIC RADIO, INC.",-74.32183333333333,41.459250000000004
316,WJZZ,FM,201,MONTGOMERY,NY,US,89510,N,41,28,37.7,W,74,16,8.3,"HUDSON VALLEY PUBLIC RADIO, INC.",-74.26897222222222,41.47713888888889
317,WXLU,FM,201,PERU,NY,US,66428,N,44,34,25.1,W,73,40,27.5,THE ST. LAWRENCE UNIVERSITY,-73.67430555555556,44.573638888888894
318,W201DQ,FX,201,UTICA,NY,US,139047,N,43,2,15.3,W,75,11,43.6,NORTHEAST GOSPEL BROADCASTING INC,-75.19544444444445,43.03758333333333
319,WARY,FM,201,VALHALLA,NY,US,71709,N,41,4,13.3,W,73,47,23.4,WESTCHESTER COMMUNITY COLLEGE,-73.78983333333333,41.07036111111111
320,WKEL,FM,201,WEBSTER,NY,US,20953,N,43,4,14.3,W,77,5,33.4,EDUCATIONAL MEDIA FOUNDATION,-77.09261111111111,43.070638888888894
321,WZIP,FM,201,AKRON,OH,US,66613,N,41,4,58.5,W,81,38,1.6,THE UNIVERSITY OF AKRON,-81.63377777777778,41.08291666666667
322,W201DP,FX,201,ASHTABULA,OH,US,74435,N,41,51,51.1,W,80,47,5.6,YOUNGSTOWN STATE UNIVERSITY,-80.78488888888889,41.86419444444444
323,WBGU,FM,201,BOWLING GREEN,OH,US,6567,N,41,22,18.0,W,83,38,29.4,BOWLING GREEN STATE UNIVERSITY,-83.64150000000001,41.37166666666667
324,WYFY,FM,201,CAMBRIDGE,OH,US,172915,N,40,1,37.3,W,81,33,8.4,"BIBLE BROADCASTING NETWORK, INC.",-81.55233333333334,40.027027777777775
325,WDPR,FM,201,DAYTON,OH,US,61582,N,39,43,16.2,W,84,14,59.8,"DAYTON PUBLIC RADIO, INC.",-84.24994444444445,39.72116666666667
326,-,FM,201,GENEVA,OH,US,768530,N,41,49,21.6,W,80,56,44.7,"PRIORITY RADIO, INC.",-80.94575,41.82266666666667
327,WWGV,FM,201,GROVE CITY,OH,US,91538,N,39,43,16.2,W,83,8,35.7,-,-83.14325000000001,39.72116666666667
328,-,FM,201,NEVADA,OH,US,762652,N,40,50,31.2,W,83,7,20.2,"SIDE BY SIDE, INC.",-83.12227777777777,40.842000000000006
329,WHRQ,FM,201,SANDUSKY,OH,US,172338,N,41,22,38.0,W,82,48,52.0,"OUR LADY OF GUADALUPE RADIO, INC., DBA ANNUNCIATION RADIO",-82.81444444444445,41.37722222222222
330,WBCJ,FM,201,SPENCERVILLE,OH,US,64660,N,40,42,41.2,W,84,22,59.8,"TAYLOR UNIVERSITY BROADCASTING, INC.",-84.38327777777778,40.711444444444446
331,WFGU-LP,FL,201,WINCHESTER,OH,US,196773,N,38,59,0.2,W,83,37,33.7,HOPE RADIO OF WINCHESTER,-83.62602777777776,38.98338888888889
332,K201FP,FX,201,ARAPAHO,OK,US,92559,N,35,31,19.2,W,98,52,21.3,CSN INTERNATIONAL,-98.87258333333332,35.522
333,KTUA,FM,201,COWETA,OK,US,81516,N,36,7,55.3,W,96,14,24.0,EDUCATIONAL MEDIA FOUNDATION,-96.24,36.13202777777778
334,KJDR,FM,201,GUYMON,OK,US,175032,N,36,40,27.1,W,101,28,10.6,TOP O TEXAS EDUCATIONAL BROADCASTING FOUNDATION,-101.4696111111111,36.67419444444444
335,K201IJ,FX,201,"MIAMI, ETC.",OK,US,14410,N,36,52,58.2,W,94,47,46.8,"DAVID INGLES MINISTRIES CHURCH, INC.",-94.79633333333334,36.88283333333333
336,KMSI,FM,201,MOORE,OK,US,14436,N,35,12,7.0,W,97,35,19.0,"DAVID INGLES MINISTRIES CHURCH, INC.",-97.5886111111111,35.20194444444445
337,KMSI,FM,201,MOORE,OK,US,14436,N,35,12,7.0,W,97,35,19.0,"DAVID INGLES MINISTRIES CHURCH, INC.",-97.5886111111111,35.20194444444445
338,KMSI,FS,201,MOORE,OK,US,14436,N,35,12,7.2,W,97,35,19.1,"DAVID INGLES MINISTRIES CHURCH, INC.",-97.58863888888888,35.202000000000005
339,KKRI,FM,201,POCOLA,OK,US,88401,N,35,13,30.3,W,94,18,4.8,EDUCATIONAL MEDIA FOUNDATION,-94.30133333333333,35.22508333333334
340,-,FM,201,QUAPAW,OK,US,768755,N,36,54,36,W,94,45,13,SACRED HEART PARISH,-94.75361111111111,36.91
341,KWOU,FM,201,WOODWARD,OK,US,172867,N,36,22,31.1,W,99,28,32.0,THE UNIVERSITY OF OKLAHOMA,-99.47555555555556,36.375305555555556
342,KDJC,FM,201,BAKER,OR,US,121839,N,45,7,25.5,W,117,46,51.7,CSN INTERNATIONAL,-117.78102777777778,45.12375
343,-,FM,201,BANDON,OR,US,766729,N,42,57,31.0,W,124,16,27.0,-,-124.27416666666666,42.95861111111111
344,KLBR,FM,201,BEND,OR,US,89855,N,44,2,48.4,W,121,31,54.1,LANE COMMUNITY COLLEGE,-121.53169444444444,44.04677777777778
345,K201DV,FX,201,BROOKINGS,OR,US,77718,N,41,57,45.4,W,124,11,4.3,CSN INTERNATIONAL,-124.18452777777779,41.962611111111116
346,KQCF,FM,201,CHILOQUIN,OR,US,176407,N,42,34,10,W,121,51,41.7,"COMMON FREQUENCY, INC",-121.86158333333333,42.56944444444445
347,KQCF,FM,201,CHILOQUIN,OR,US,176407,N,42,16,10.3,W,121,56,16.0,"COMMON FREQUENCY, INC",-121.93777777777778,42.269527777777775
348,K201BK,FX,201,COQUILLE,OR,US,62952,N,43,11,2.3,W,124,11,18.3,SOUTHERN OREGON UNIVERSITY,-124.18841666666667,43.183972222222216
349,KWVA,FM,201,EUGENE,OR,US,3025,N,44,4,54.4,W,123,6,38.3,UNIVERSITY OF OREGON,-123.11063888888889,44.08177777777778
350,KWVA,FS,201,EUGENE,OR,US,3025,N,44,2,38.4,W,123,3,46.3,UNIVERSITY OF OREGON,-123.0628611111111,44.044
351,KLFO,FM,201,FLORENCE,OR,US,88117,N,43,57,25.4,W,124,4,30.4,LANE COMMUNITY COLLEGE,-124.07511111111111,43.957055555555556
352,KQOC,FM,201,GLENEDEN BEACH,OR,US,91191,N,44,45,22.4,W,124,2,56.4,"ALL CLASSICAL PUBLIC MEDIA, INC.",-124.04899999999999,44.75622222222222
353,K201DI,FX,201,GRANTS PASS,OR,US,81579,N,42,27,5.4,W,123,17,51.2,"THEDOVE MEDIA, INC.",-123.29755555555555,42.4515
354,KGRI,FM,201,LEBANON,OR,US,91560,N,44,28,58.4,W,122,34,59.3,EDUCATIONAL MEDIA FOUNDATION,-122.58313888888888,44.482888888888894
355,K201DH,FX,201,PENDLETON,OR,US,77128,N,45,41,41.4,W,118,50,27.9,CSN INTERNATIONAL,-118.84108333333333,45.69483333333333
356,KMPQ,FM,201,ROSEBURG,OR,US,89864,N,43,12,21.4,W,123,21,54.3,LANE COMMUNITY COLLEGE,-123.36508333333333,43.20594444444445
357,KQHR,FM,201,THE DALLES,OR,US,175508,N,45,42,43.4,W,121,6,53.2,"ALL CLASSICAL PUBLIC MEDIA, INC.",-121.11477777777777,45.71205555555556
