,Callsign,Service,Channel,City,State,Country,Facility ID Number (unique to each station),N (North) or S (South) Latitude,Degrees Latitude,Minutes Latitude,Seconds Latitude,W (West) or (E) East Longitude,Degrees Longitude,Minutes Longitude,Seconds Longitude,Licensee or Permittee,long_decimal,lat_decimal
22529,WLPL-LP,FL,282,DIXON,IL,US,191645,N,41,51,9.5,W,89,27,1.0,TURNING POINT COMMUNITY CHURCH,-89.45027777777779,41.85263888888889
22530,W282BS,FX,282,DUNLAP,IL,US,141895,N,40,41,57.8,W,89,36,04.0,"LSE BROADCASTING, INC.",-89.60111111111111,40.69938888888888
22531,W282BS,FX,282,DUNLAP,IL,US,141895,N,40,44,10.1,W,89,34,29.3,"LSE BROADCASTING, INC.",-89.57480555555556,40.73613888888889
22532,W282CT,FX,282,FREEPORT,IL,US,202101,N,42,18,46.0,W,89,35,36.0,-,-89.59333333333333,42.312777777777775
22533,WAYI,FM,282,CHARLESTOWN,IN,US,76595,N,38,28,55.2,W,85,37,32.9,HOPE MEDIA GROUP,-85.62580555555554,38.482
22534,W282CH,FX,282,FORT WAYNE,IN,US,144600,N,41,4,14.0,W,85,7,10.0,-,-85.11944444444444,41.07055555555556
22535,WLEG-LP,FL,282,GOSHEN,IN,US,192471,N,41,34,0.4,W,85,47,22.4,LATINOS PRO EDUCATION,-85.78955555555555,41.56677777777778
22536,W282AZ,FX,282,GREENSBURG,IN,US,142225,N,39,20,18.2,W,85,29,5.9,TWO BLACK CADILLACS,-85.48497222222223,39.33838888888889
22537,W282CJ,FX,282,LAFAYETTE,IN,US,145220,N,40,23,26.0,W,86,51,52.0,CTI LICENSE LLC,-86.86444444444444,40.39055555555556
22538,KCAR-FM,FM,282,BAXTER SPRINGS,KS,US,86554,N,37,4,10.2,W,94,32,49.8,AMERICAN MEDIA INVESTMENTS INC.,-94.54716666666667,37.069500000000005
22539,KVGB-FM,FM,282,GREAT BEND,KS,US,22149,N,38,25,54.0,W,98,46,19.3,"EAGLE COMMUNICATIONS, INC.",-98.77202777777778,38.431666666666665
22540,W282BZ,FX,282,ELKHORN CITY,KY,US,140602,N,37,18,24.3,W,82,20,3.5,MOUNTAIN TOP MEDIA LLC,-82.33430555555555,37.306749999999994
22541,WXBC,FM,282,HARDINSBURG,KY,US,6700,N,37,46,14.2,W,86,26,6.9,"BRECKINRIDGE BROADCASTING CO., INC.",-86.43525000000001,37.77061111111111
22542,WRJJ,FM,282,LA CENTER,KY,US,164199,N,37,4,8.2,W,88,59,21.2,-,-88.98922222222222,37.06894444444445
22543,WRJJ,FM,282,LA CENTER,KY,US,164199,N,37,4,30.1,W,88,58,22.2,-,-88.97283333333334,37.075027777777784
22544,WRJJ,FM,282,LA CENTER,KY,US,164199,N,37,4,08,W,88,59,21,-,-88.98916666666666,37.06888888888889
22545,WEZJ-FM,FM,282,WILLIAMSBURG,KY,US,72289,N,36,44,43.2,W,84,11,23.7,"WHITLEY BROADCASTING CO., INC.",-84.18991666666668,36.745333333333335
22546,KEZP,FM,282,BUNKIE,LA,US,51078,N,31,5,14.7,W,92,21,34.5,"SMG-ALEXANDRIA, LLC",-92.35958333333333,31.087416666666666
22547,KEZP,FS,282,BUNKIE,LA,US,51078,N,31,19,23.3,W,92,26,5.5,"SMG-ALEXANDRIA, LLC",-92.43486111111112,31.323138888888888
22548,KQFA-LP,FL,282,LAFAYETTE,LA,US,194805,N,30,13,43.7,W,92,1,16.4,LAFAYETTE JESUCRISTO ES MI REFUGIO,-92.02122222222222,30.228805555555553
22549,WRRS-LP,FL,282,PITTSFIELD,MA,US,133782,N,42,26,48.3,W,73,15,40.4,"BERKSHIRE BENEVOLENT ASSOCIATION FOR THE BLIND, INC.",-73.26122222222222,42.446749999999994
22550,WZFT,FM,282,BALTIMORE,MD,US,8684,N,39,20,10.4,W,76,38,57.9,"IHM LICENSES, LLC",-76.64941666666667,39.336222222222226
22551,WZFT,FS,282,BALTIMORE,MD,US,8684,N,39,25,45.4,W,76,26,59.9,"IHM LICENSES, LLC",-76.44997222222223,39.42927777777778
22552,WZFT,FS,282,BALTIMORE,MD,US,8684,N,39,18,50.4,W,76,35,59.9,"IHM LICENSES, LLC",-76.59997222222222,39.314
22553,WZFT,FS,282,BALTIMORE,MD,US,8684,N,39,20,10.4,W,76,38,57.9,"IHM LICENSES, LLC",-76.64941666666667,39.336222222222226
22554,W282CR,FX,282,HAGERSTOWN,MD,US,200409,N,39,40,4.3,W,77,43,32.0,HAGERSTOWN BROADCASTING COMPANY,-77.72555555555556,39.66786111111111
22555,W282AW,FX,282,SALISBURY,MD,US,152275,N,38,23,9.4,W,75,35,30.7,"WBOC, INC.",-75.5918611111111,38.38594444444444
22556,WABK-FM,FM,282,GARDINER,ME,US,68297,N,44,18,36.2,W,69,49,49.1,"BLUEBERRY BROADCASTING, LLC",-69.83030555555555,44.31005555555555
22557,W282CS,FX,282,SANFORD,ME,US,201465,N,43,25,11.0,W,70,48,9.0,"PORT BROADCASTING, LLC",-70.8025,43.41972222222222
22558,WVCN,FM,282,BARAGA,MI,US,81363,N,46,39,49.8,W,88,23,6.5,"KEWEENAW BAY BROADCASTING, INC.",-88.38513888888889,46.66383333333333
22559,WOMC,FM,282,DETROIT,MI,US,28623,N,42,28,10.1,W,83,6,53.7,"AUDACY LICENSE, LLC",-83.11491666666666,42.46947222222222
22560,WOMC,FS,282,DETROIT,MI,US,28623,N,42,23,42.1,W,83,8,56.7,"AUDACY LICENSE, LLC",-83.14908333333334,42.39502777777778
22561,WOMC,FS,282,DETROIT,MI,US,28623,N,42,28,10.1,W,83,6,53.7,"AUDACY LICENSE, LLC",-83.11491666666666,42.46947222222222
22562,WCZY-FM,FM,282,MOUNT PLEASANT,MI,US,9920,N,43,35,39.1,W,84,49,26.0,"LATITUDE MEDIA, LLC",-84.82388888888889,43.59419444444445
22563,WRDS-LP,FL,282,ROSCOMMON,MI,US,126011,N,44,29,38.1,W,84,35,47.1,SOUL'S HARBOR ASSEMBLY OF GOD CHURCH,-84.59641666666666,44.49391666666667
22564,WZFJ,FM,282,BREEZY POINT,MN,US,36401,N,46,36,12.9,W,94,15,5.0,"MINNESOTA CHRISTIAN BROADCASTERS, INC.",-94.25138888888888,46.60358333333333
22565,KZLT-FM,FM,282,EAST GRAND FORKS,MN,US,35509,N,47,48,48.9,W,96,55,49.3,"LEIGHTON ENTERPRISES, INC.",-96.93036111111111,47.813583333333334
22566,KFNL-FM,FM,282,SPRING VALLEY,MN,US,54631,N,43,38,35.9,W,92,38,50.6,"TOWNSQUARE LICENSE, LLC",-92.6473888888889,43.64330555555556
22567,KZIO,FM,282,TWO HARBORS,MN,US,68610,N,46,56,27.7,W,91,58,58.6,MINNESOTA PUBLIC RADIO,-91.98294444444444,46.94102777777778
22568,KDBB,FM,282,BONNE TERRE,MO,US,43278,N,37,48,1.2,W,90,33,47.5,"ODLE MEDIA GROUP, LLC",-90.56319444444445,37.80033333333333
22569,KBEQ-FM,FM,282,KANSAS CITY,MO,US,48961,N,39,4,59.0,W,94,28,49.8,"MGTF MEDIA COMPANY, LLC",-94.4805,39.08305555555556
22570,KBEQ-FM,FS,282,KANSAS CITY,MO,US,48961,N,39,4,59.0,W,94,28,49.8,"MGTF MEDIA COMPANY, LLC",-94.4805,39.08305555555556
22571,KBEQ-FM,FS,282,KANSAS CITY,MO,US,48961,N,39,6,50.0,W,94,40,45.9,"MGTF MEDIA COMPANY, LLC",-94.67941666666667,39.11388888888889
22572,KXOQ,FM,282,KENNETT,MO,US,18044,N,36,21,58.2,W,90,5,36.3,EAGLE BLUFF ENTERPRISES,-90.09341666666666,36.366166666666665
22573,KVMO,FM,282,VANDALIA,MO,US,81744,N,39,25,4.2,W,91,27,26.5,"EAST CENTRAL BROADCASTING, LLC",-91.45736111111111,39.417833333333334
22574,W282CE,FX,282,BAY ST. LOUIS,MS,US,150868,N,30,19,25.7,W,89,21,2.1,"HANCOCK BROADCASTING, INC.",-89.35058333333333,30.323805555555555
22575,WPBP-LP,FL,282,BRANDON,MS,US,126132,N,32,16,21.5,W,90,6,0.3,CITY OF PEARL,-90.10008333333333,32.272638888888885
22576,WMJU,FM,282,BUDE,MS,US,76262,N,31,33,33.6,W,90,40,26.4,"NORTH SHORE BROADCASTING CO., INC.",-90.674,31.559333333333335
22577,WGNL,FM,282,GREENWOOD,MS,US,64673,N,33,40,45.4,W,90,4,7.3,"TEAM BROADCASTING COMPANY, INC.",-90.06869444444445,33.67927777777778
22578,WPWS-LP,FL,282,PINEY WOODS,MS,US,126695,N,32,3,45.5,W,89,59,33.2,THE PINEY WOODS SCHOOL,-89.99255555555555,32.062638888888884
22579,W282AS,FX,282,SALTILLO,MS,US,152544,N,34,14,17.4,W,88,41,43.2,JOHN M. DOWDY,-88.69533333333334,34.238166666666665
22580,K282CE,FX,282,GREAT FALLS,MT,US,203282,N,47,31,56.8,W,111,16,40.9,"COMMUNITY COMMUNICATIONS, LLC",-111.27802777777778,47.532444444444444
22581,K282BP,FX,282,KALISPELL,MT,US,145660,N,48,5,38.8,W,114,16,14.5,"KOFI, INC.",-114.27069444444444,48.09411111111111
22582,WFXK,FM,282,BUNN,NC,US,24931,N,36,2,20.5,W,78,3,44.0,"RADIO ONE LICENSES, LLC",-78.06222222222222,36.039027777777775
22583,WQNQ,FM,282,FLETCHER,NC,US,71341,N,35,31,39.4,W,82,29,48.4,"IHM LICENSES, LLC",-82.49677777777778,35.52761111111111
22584,WJSG,FM,282,HAMLET,NC,US,29672,N,34,48,39.6,W,79,43,37.2,JACKSON BROADCASTING COMPANY,-79.727,34.811
22585,WJSG,FM,282,HAMLET,NC,US,29672,N,34,48,39.6,W,79,43,37.2,JACKSON BROADCASTING COMPANY,-79.727,34.811
22586,W282BP,FX,282,MATTHEWS,NC,US,157782,N,35,5,46.8,W,80,40,47.4,BLUE RIDGE BROADCASTING CORPORATION,-80.67983333333333,35.096333333333334
22587,KIMB,FM,282,DIX,NE,US,762448,N,41,15,08.3,W,103,39,51.4,"FLOOD COMMUNICATIONS WEST, LLC",-103.66427777777778,41.25230555555556
22588,KNKP-LP,FL,282,IMPERIAL,NE,US,194493,N,40,30,9.0,W,101,36,31.6,ST. POLYCARP CATHOLIC RADIO OF IMPERIAL,-101.60877777777777,40.5025
22589,K282AX,FX,282,PAXTON,NE,US,146284,N,41,8,18.0,W,101,21,42.6,MYBRIDGE,-101.36183333333332,41.138333333333335
22590,W282AF,FX,282,CONCORD,NH,US,82567,N,43,13,8.3,W,71,26,24.3,"NEW HAMPSHIRE GOSPEL RADIO, INC.",-71.44008333333333,43.21897222222223
22591,W282AB,FX,282,DOVER,NH,US,48441,N,43,12,33.6,W,70,52,14.8,"NEW HAMPSHIRE PUBLIC RADIO, INCORPORATED",-70.87077777777777,43.20933333333333
22592,K282BW,FX,282,GRANTS,NM,US,201470,N,35,7,58.8,W,107,53,22.3,"KD RADIO, INC.",-107.88952777777779,35.133
22593,K282CD,FX,282,LOS LUNAS,NM,US,202798,N,34,47,55.0,W,106,49,1.0,"LIFETALK RADIO, INC.",-106.81694444444445,34.79861111111111
22594,KFRH,FM,282,NORTH LAS VEGAS,NV,US,19062,N,35,58,1.8,W,115,30,9.0,SILVER STATE BROADCASTING LLC - DEBTOR IN POSSESSION,-115.5025,35.96716666666667
22595,KFRH,FS,282,NORTH LAS VEGAS,NV,US,19062,N,35,56,43.9,W,115,02,35.9,SILVER STATE BROADCASTING LLC - DEBTOR IN POSSESSION,-115.04330555555555,35.94552777777778
22596,KFRH,FS,282,NORTH LAS VEGAS,NV,US,19062,N,35,58,1.8,W,115,30,9.0,SILVER STATE BROADCASTING LLC - DEBTOR IN POSSESSION,-115.5025,35.96716666666667
22597,W282BQ,FX,282,AVON,NY,US,156153,N,42,56,32.2,W,77,53,58.0,"LLOYD LANE, INC.",-77.89944444444446,42.942277777777775
22598,W282BI,FX,282,COXSACKIE,NY,US,20702,N,42,24,2.2,W,73,52,3.4,EDUCATIONAL MEDIA FOUNDATION,-73.8676111111111,42.40061111111111
22599,W282AD,FX,282,EAST WINDHAM,NY,US,11068,N,42,20,21.3,W,74,9,15.4,"FAMILY STATIONS, INC.",-74.15427777777778,42.33925
22600,WJKS,FM,282,KEESEVILLE,NY,US,20606,N,44,31,31.8,W,73,31,7.3,-,-73.51869444444445,44.5255
22601,WAXQ,FM,282,NEW YORK,NY,US,23004,N,40,44,54.3,W,73,59,8.5,"IHM LICENSES, LLC",-73.98569444444445,40.74841666666667
22602,WAXQ,FS,282,NEW YORK,NY,US,23004,N,40,45,22.4,W,73,59,10.5,"IHM LICENSES, LLC",-73.98625,40.75622222222222
22603,WAXQ,FS,282,NEW YORK,NY,US,23004,N,40,45,22.4,W,73,59,10.5,"IHM LICENSES, LLC",-73.98625,40.75622222222222
22604,WAXQ,FS,282,NEW YORK,NY,US,23004,N,40,44,54.0,W,73,59,9.0,"IHM LICENSES, LLC",-73.98583333333333,40.748333333333335
22605,W282AV,FX,282,NORTH CREEK,NY,US,153111,N,43,41,38.2,W,73,59,4.4,THE ST. LAWRENCE UNIVERSITY,-73.98455555555556,43.69394444444444
22606,W282CU,FX,282,NORTHVILLE,NY,US,202341,N,43,13,36.2,W,74,9,58.4,"CRANESVILLE BLOCK CO., INC.",-74.16622222222223,43.22672222222222
22607,WAYO-LP,FL,282,ROCHESTER,NY,US,192365,N,43,9,35.2,W,77,34,42.9,"MUCCC, INC.",-77.57858333333333,43.15977777777778
22608,WFRG-FM,FM,282,UTICA,NY,US,50362,N,43,3,23.2,W,75,25,0.6,"TOWNSQUARE MEDIA LICENSEE OF UTICA/ROME, INC.",-75.41683333333334,43.056444444444445
22609,WFRG-FM,FS,282,UTICA,NY,US,50362,N,43,3,23.2,W,75,25,0.6,"TOWNSQUARE MEDIA LICENSEE OF UTICA/ROME, INC.",-75.41683333333334,43.056444444444445
22610,WFRG-FM,FS,282,UTICA,NY,US,50362,N,43,3,27.3,W,75,25,2.6,"TOWNSQUARE MEDIA LICENSEE OF UTICA/ROME, INC.",-75.4173888888889,43.05758333333333
22611,W282CD,FX,282,DAYTON,OH,US,140830,N,39,49,32.3,W,84,8,59.2,"L & D BROADCASTERS, INC.,",-84.14977777777779,39.82563888888889
22612,WNLT,FM,282,DELHI HILLS,OH,US,69986,N,39,6,18.2,W,84,33,24.8,EDUCATIONAL MEDIA FOUNDATION,-84.55688888888889,39.10505555555556
22613,WOGI,FS,282,EAST LIVERPOOL,OH,US,13711,N,40,35,14.2,W,80,25,14.2,"FM RADIO LICENSES, LLC",-80.42061111111111,40.58727777777778
22614,WNLT,FS,282,HARRISON,OH,US,69986,N,39,13,34.2,W,84,42,58.8,EDUCATIONAL MEDIA FOUNDATION,-84.71633333333334,39.22616666666667
22615,WJFY-LP,FL,282,NEWARK,OH,US,132035,N,39,58,18.2,W,82,24,44.5,NEWARK AREA CHRISTIAN BROADCASTING,-82.41236111111111,39.971722222222226
22616,WNNP,FM,282,RICHWOOD,OH,US,30563,N,40,18,22.2,W,83,19,44.7,"FRANKLIN COMMUNICATIONS, INC.",-83.32908333333333,40.30616666666666
22617,W282CF,FX,282,VAN WERT,OH,US,147548,N,40,52,20.2,W,84,33,12.8,"FIRST FAMILY BROADCASTING, INC.",-84.55355555555555,40.872277777777775
22618,KZBS,FM,282,GRANITE,OK,US,166022,N,34,58,39.2,W,99,24,36.3,BCVISION,-99.41008333333333,34.977555555555554
22619,K282AY,FX,282,ASHLAND,OR,US,40987,N,42,17,54.4,W,122,44,57.1,"BICOASTAL MEDIA LICENSES VI, LLC",-122.74919444444444,42.29844444444444
22620,K282CA,FX,282,EUGENE,OR,US,200049,N,44,0,6.4,W,123,6,51.3,MIELKE BROADCASTING GROUP,-123.11425,44.001777777777775
22621,K282CB,FX,282,KLAMATH FALLS,OR,US,202145,N,42,12,55.5,W,121,47,55.0,"BASIN MEDIACTIVE, LLC",-121.79861111111111,42.21541666666667
22622,K282BH,FX,282,PHILOMATH,OR,US,149626,N,44,38,24.4,W,123,16,29.3,THE KBOO FOUNDATION,-123.27480555555556,44.64011111111111
22623,K282BY,FX,282,SALEM,OR,US,201439,N,44,59,49.4,W,123,9,16.4,"KCCS, LLC",-123.15455555555556,44.997055555555555
22624,KKMX,FM,282,TRI CITY,OR,US,67650,N,43,0,12.4,W,123,21,30.2,"BROOKE COMMUNICATIONS, INC.",-123.35838888888888,43.00344444444445
22625,K282BV,FX,282,"WHEELER, ETC.",OR,US,67109,N,45,41,9.3,W,123,53,3.4,TILLICUM FOUNDATION,-123.88427777777778,45.685916666666664
22626,W282CO,FX,282,BLOOMSBURG,PA,US,200944,N,41,1,0.3,W,76,27,42.8,"SOUTHERN BELLE, LLC",-76.4618888888889,41.01675
22627,WNAE,FM,282,CLARENDON,PA,US,34929,N,41,48,50.2,W,79,10,3.1,LILLY BROADCASTING OF PENNSYLVANIA LLC,-79.16752777777778,41.813944444444445
22628,W282BR,FX,282,ERIE,PA,US,31606,N,42,6,15.2,W,80,4,9.2,"RADIO LICENSE HOLDING CBC, LLC",-80.06922222222222,42.104222222222226
22629,WSKE,FM,282,EVERETT,PA,US,54571,N,40,0,11.2,W,78,23,57.0,"NEW MILLENNIUM COMMUNICATIONS GROUP, INC.",-78.39916666666667,40.00311111111111
22630,W282BF,FX,282,HONESDALE,PA,US,158194,N,41,34,45.3,W,75,10,40.6,"BOLD GOLD MEDIA GROUP, L.P.",-75.17794444444445,41.57925
22631,WOGI,FM,282,MOON TOWNSHIP,PA,US,13711,N,40,35,14.2,W,80,25,14.2,"FM RADIO LICENSES, LLC",-80.42061111111111,40.58727777777778
22632,W282CV,FX,282,STATE COLLEGE,PA,US,201316,N,40,55,10.0,W,77,58,27.0,LIGHTNER COMMUNICATIONS LLC,-77.97416666666666,40.919444444444444
22633,W282BK,FX,282,TUNKHANNOCK,PA,US,156161,N,41,27,07.0,W,76,00,32.0,GEOS COMMUNICATIONS,-76.00888888888889,41.45194444444445
22634,W282CB,FX,282,HOPE VALLEY,RI,US,157097,N,41,29,41.4,W,71,47,4.3,RED WOLF BROADCASTING CORPORATION,-71.78452777777778,41.49483333333333
22635,W282CL,FX,282,EASLEY,SC,US,200035,N,34,50,22.4,W,82,38,19.5,"UPSTATE RADIO, INC.",-82.63875,34.839555555555556
22636,W282AX,FX,282,GAFFNEY,SC,US,156310,N,35,5,18.4,W,81,38,39.3,FOWLER BROADCAST COMMUNICATIONS INC.,-81.64425,35.08844444444445
22637,WCGF-LP,FL,282,GREER,SC,US,197418,N,34,56,8.0,W,82,13,37.1,"CALVARY BROADCASTING, INC.",-82.22697222222223,34.93555555555555
22638,WCGF-LP,FL,282,GREER,SC,US,197418,N,34,56,8,W,82,13,37,"CALVARY BROADCASTING, INC.",-82.22694444444444,34.93555555555555
22639,WCGF-LP,FL,282,GREER,SC,US,197418,N,34,56,20.2,W,82,13,30.5,"CALVARY BROADCASTING, INC.",-82.22513888888889,34.93894444444444
22640,WZFN-LP,FL,282,SANDY SPRINGS,SC,US,196993,N,34,35,33.9,W,82,45,5.0,SPREADING CHEER,-82.75138888888888,34.59275
22641,KKSD,FM,282,MILBANK,SD,US,63598,N,45,10,29.9,W,96,59,15.3,ALPHA 3E LICENSEE LLC,-96.98758333333333,45.17497222222222
22642,W282AY,FX,282,CHATTANOOGA,TN,US,153296,N,35,7,45.3,W,85,20,1.9,"TRI-STATE RADIO, INC.",-85.3338611111111,35.12925
22643,W282AY,FX,282,CHATTANOOGA,TN,US,153296,N,35,1,09,W,85,20,22,"TRI-STATE RADIO, INC.",-85.33944444444444,35.01916666666666
22644,WKNT-LP,FL,282,KINGSTON,TN,US,193998,N,35,52,43.0,W,84,33,6.9,CORPORATION FOR RADIO EDUCATION INC.,-84.55191666666667,35.87861111111111
22645,W282AG,FX,282,LIVINGSTON,TN,US,85927,N,36,22,21.2,W,85,20,29.8,"STONECOM COOKEVILLE, LLC",-85.3416111111111,36.37255555555556
22646,WEYE,FM,282,SURGOINSVILLE,TN,US,73872,N,36,32,5.3,W,82,47,51.5,"POSITIVE ALTERNATIVE RADIO, INC.",-82.79763888888888,36.53480555555555
22647,KSOG-LP,FL,282,ALICE,TX,US,193414,N,27,46,22.9,W,98,3,55.9,ABUNDANT LIFE CHRISTIAN CENTER ALICE,-98.06552777777777,27.773027777777777
22648,KQFX,FM,282,BORGER,TX,US,61033,N,35,25,34.1,W,101,36,48.6,"VIVA MEDIA, LLC",-101.61349999999999,35.426138888888886
22649,KQFX,FM,282,BORGER,TX,US,61033,N,35,48,36.5,W,101,37,57.8,"VIVA MEDIA, LLC",-101.63272222222221,35.810138888888886
22650,KHLK,FM,282,BROWNFIELD,TX,US,61581,N,33,25,3.3,W,102,8,52.6,"HOUSTON CHRISTIAN BROADCASTERS, INC.",-102.14794444444445,33.41758333333333
22651,KHLK,FS,282,BROWNFIELD,TX,US,61581,N,33,30,8.3,W,101,52,21.6,"HOUSTON CHRISTIAN BROADCASTERS, INC.",-101.87266666666666,33.50230555555556
22652,KGAS-FM,FM,282,CARTHAGE,TX,US,25990,N,32,8,33.6,W,94,25,39.7,"HANSZEN BROADCASTING, INC.",-94.42769444444446,32.14266666666666
22653,KFYN-FM,FM,282,DETROIT,TX,US,183373,N,33,45,26.7,W,95,32,16.2,"VISION MEDIA GROUP, INC.",-95.53783333333332,33.757416666666664
22654,KPQG,FM,282,GOLIAD,TX,US,183314,N,28,43,46.1,W,97,22,25.9,HISPANIC TARGET MEDIA INC.,-97.37386111111111,28.72947222222222
22655,KUFA,FM,282,HEBBRONVILLE,TX,US,198740,N,27,20,38.1,W,98,39,50.0,"RUFUS RESOURCES, LLC",-98.66388888888889,27.343916666666665
22656,K282BI,FX,282,KERRVILLE,TX,US,140641,N,30,3,42.8,W,99,3,44.1,"RADIO RANCH, LLC",-99.06224999999999,30.06188888888889
22657,KHMR,FM,282,LOVELADY,TX,US,164205,N,31,11,30.7,W,95,29,32.8,"KM RADIO OF LOVELADY, LLC",-95.49244444444444,31.191861111111113
22658,KHMR,FM,282,LOVELADY,TX,US,164205,N,31,11,30.7,W,95,29,32.8,"KM RADIO OF LOVELADY, LLC",-95.49244444444444,31.191861111111113
22659,K282AM,FX,282,MOUNT PLEASANT,TX,US,156992,N,33,7,22.4,W,94,57,42.8,"EAST TEXAS BROADCASTING, INC.",-94.9618888888889,33.12288888888889
22660,K282BF,FX,282,ODESSA,TX,US,153824,N,31,49,42.5,W,102,23,1.5,IGLESIA DEL CAMINO LA VERDAD Y LA VIDA INC.,-102.38375,31.82847222222222
22661,K282BF,FX,282,ODESSA,TX,US,153824,N,31,51,41.5,W,102,19,43.5,IGLESIA DEL CAMINO LA VERDAD Y LA VIDA INC.,-102.32875,31.86152777777778
22662,KBVP,FM,282,OLNEY,TX,US,762182,N,33,25,17.0,W,98,43,46.0,"POSITIVE RADIO NETWORK, LLC",-98.72944444444444,33.421388888888885
22663,KXXU,FM,282,SANTA ANNA,TX,US,191505,N,31,43,25.7,W,99,5,52.1,"WILLIAM W. MCCUTCHEN, III",-99.09780555555555,31.723805555555554
22664,KLQB,FM,282,TAYLOR,TX,US,63201,N,30,26,4.7,W,97,21,54.0,"UNIVISION RADIO STATIONS GROUP, INC.",-97.365,30.434638888888887
22665,KLQB,FS,282,TAYLOR,TX,US,63201,N,30,26,4.7,W,97,21,54.0,"UNIVISION RADIO STATIONS GROUP, INC.",-97.365,30.434638888888887
22666,K282BD,FX,282,"ORDERVILLE, ETC.",UT,US,38360,N,37,30,24.9,W,112,30,39.7,WESTERN KANE COUNTY SPECIAL SERVICE DISTRICT #1,-112.51102777777778,37.50691666666667
22667,K282AC,FX,282,RURAL GARFIELD COUNT,UT,US,23192,N,37,45,20.9,W,111,52,29.6,GARFIELD COUNTY,-111.87488888888888,37.755805555555554
22668,KSOP-FM,FM,282,SALT LAKE CITY,UT,US,35629,N,40,39,33.8,W,112,12,7.8,"KSOP, INC.",-112.20216666666667,40.659388888888884
22669,KSOP-FM,FS,282,SALT LAKE CITY,UT,US,35629,N,40,39,34.8,W,112,12,7.8,"KSOP, INC.",-112.20216666666667,40.659666666666666
22670,W282CN,FX,282,GRETNA,VA,US,201397,N,36,55,33.5,W,79,19,49.0,"3 DAUGHTERS MEDIA, INC.",-79.33027777777778,36.92597222222222
22671,WKCY-FM,FM,282,HARRISONBURG,VA,US,41811,N,38,23,47.4,W,79,8,27.1,"IHM LICENSES, LLC",-79.14086111111112,38.396499999999996
22672,W282CA,FX,282,RICHMOND,VA,US,154008,N,37,36,52.5,W,77,30,55.0,"RADIO BY GRACE, INC.",-77.51527777777778,37.614583333333336
22673,W282CK,FX,282,ROANOKE,VA,US,200522,N,37,16,6.5,W,79,54,45.1,"MAHON COMMUNICATIONS, INC.",-79.91252777777778,37.26847222222222
22675,KMNT,FM,282,CHEHALIS,WA,US,162476,N,46,33,19.1,W,123,3,29.8,"BICOASTAL MEDIA LICENSES IV, LLC",-123.05827777777777,46.555305555555556
22676,KMNT,FM,282,CHEHALIS,WA,US,162476,N,46,33,17.4,W,123,3,31.5,"BICOASTAL MEDIA LICENSES IV, LLC",-123.05875,46.55483333333333
22677,K282AA,FX,282,"KENNEWICK, PASCO* &",WA,US,67682,N,46,6,14.5,W,119,7,50.0,THE MOODY BIBLE INSTITUTE OF CHICAGO,-119.13055555555555,46.10402777777778
22678,KZBE,FM,282,OMAK,WA,US,31661,N,48,19,11.5,W,119,32,22.1,"NORTH CASCADES BROADCASTING, INC.",-119.53947222222222,48.319861111111116
22679,KHTR,FM,282,PULLMAN,WA,US,54722,N,46,48,39.6,W,116,54,58.5,"RADIO PALOUSE, INC.",-116.91625,46.811
22680,WBQR-LP,FL,282,BROOKFIELD,WI,US,195638,N,43,5,55.6,W,88,6,16.5,"BROOKFIELD CLASSICAL RADIO, INC.",-88.10458333333332,43.098777777777784
22681,W282BU,FX,282,PRAIRIE DU CHIEN,WI,US,154110,N,43,3,34.9,W,91,6,2.5,ROBINSON MEDIA CORPORATION,-91.10069444444444,43.05969444444444
22682,WKZG,FM,282,SEYMOUR,WI,US,7120,N,44,31,26.0,W,88,19,56.4,"WOODWARD COMMUNICATIONS, INC.",-88.33233333333332,44.52388888888889
22683,WULL-LP,FL,282,IVYDALE,WV,US,197311,N,38,32,8.3,W,81,2,5.3,"IVYDALE COMMUNITY ACTION NETWORK, INC",-81.03480555555555,38.53563888888889
22684,KFZE,FM,282,DANIEL,WY,US,166004,N,42,50,38.7,W,109,55,30.5,WAGONWHEEL COMMUNICATIONS CORPORATION,-109.9251388888889,42.84408333333334
22685,KJHB-LP,FL,282,JACKSON,WY,US,126884,N,43,27,24.7,W,110,48,6.7,TETON COUNTY SCHOOL DISTRICT #1,-110.80186111111111,43.45686111111112
22695,W283DQ,FX,283,AUBURN,AL,US,152415,N,32,40,4.0,W,85,33,0.8,"MARBLE CITY MEDIA, LLC",-85.55022222222222,32.66777777777777
22696,W283CM,FX,283,FORT PAYNE,AL,US,151327,N,34,27,26.5,W,85,43,11.7,"SCOTTSBORO BROADCASTING CO., INC.",-85.71991666666666,34.45736111111111
22697,KGDH-LP,FL,283,MOBILE,AL,US,196075,N,30,40,25.5,W,88,7,32.5,MOBILE HISPANIC EDUCATION FAMILY FUNDATION,-88.12569444444443,30.673750000000002
22698,KGDH-LP,FL,283,MOBILE,AL,US,196075,N,30,42,26.7,W,88,6,48.2,MOBILE HISPANIC EDUCATION FAMILY FUNDATION,-88.11338888888888,30.707416666666667
22699,KMGC,FM,283,CAMDEN,AR,US,29780,N,33,30,14.4,W,92,48,38.5,"RADIO WORKS, INC.",-92.81069444444444,33.504
